公司,代號,股價 (50 Days ago),股價 (Today),漲幅
健椿,4561,78.00,75.00,-3.85%
百德,4563,95.30,95.50,0.21%
科際精密,4568,51.10,54.90,7.44%
達航科技,4577,27.60,29.35,6.34%
捷流閥業,4580,92.80,94.30,1.62%
君帆,4584,63.10,63.70,0.95%
唐鋒,4609,8.43,9.06,7.47%
中美實,4702,13.25,12.45,-6.04%
大恭,4706,31.70,31.00,-2.21%
磐亞,4707,13.90,14.25,2.52%
永純,4711,15.00,15.35,2.33%
永捷,4714,16.85,17.30,2.67%
大立,4716,21.85,20.60,-5.72%
美琪瑪,4721,65.70,69.10,5.18%
永昕,4726,43.75,45.25,3.43%
雙美,4728,280.50,291.00,3.74%
熒茂,4729,25.25,25.20,-0.20%
豪展,4735,39.30,38.60,-1.78%
泓瀚,4741,34.40,37.00,7.56%
合一,4743,87.70,79.90,-8.89%
皇將,4744,23.30,22.50,-3.43%
合富-KY,4745,20.25,20.45,0.99%
強生,4747,71.90,75.10,4.45%
國碳科,4754,41.40,42.45,2.54%
勤凱,4760,104.00,117.00,12.50%
誠泰科技,4767,32.45,35.70,10.02%
晶呈科技,4768,175.00,163.50,-6.57%
台特化,4772,181.00,247.00,36.46%
桂田文創,4806,10.00,10.65,6.50%
聯光通,4903,31.85,36.25,13.81%
台聯電,4905,77.60,77.50,-0.13%
富宇,4907,70.50,74.30,5.39%
前鼎,4908,98.60,92.70,-5.98%
新復興,4909,114.00,100.50,-11.84%
德英,4911,57.00,58.00,1.75%
力士,4923,33.70,40.25,19.44%
欣厚-KY,4924,17.60,19.40,10.23%
新盛力,4931,70.00,74.00,5.71%
友輝,4933,70.20,74.70,6.41%
亞電,4939,20.55,20.15,-1.95%
陞達科技,4945,74.00,78.10,5.54%
辣椒,4946,39.90,79.00,97.99%
牧東,4950,13.60,14.50,6.62%
精拓科,4951,65.70,77.70,18.26%
緯軟,4953,113.50,115.00,1.32%
譜瑞-KY,4966,755.00,698.00,-7.55%
IET-KY,4971,89.90,182.00,102.45%
湯石照明,4972,22.35,25.35,13.42%
廣穎,4973,30.50,34.05,11.64%
亞泰,4974,144.00,119.50,-17.01%
華星光,4979,198.00,203.50,2.78%
科誠,4987,80.20,81.90,2.12%
環宇-KY,4991,120.50,141.00,17.01%
晶達,4995,66.40,73.50,10.69%
榮剛,5009,46.95,48.85,4.05%
久陽,5011,20.40,21.60,5.88%
強新,5013,30.75,30.75,0.00%
建錩,5014,13.55,16.15,19.19%
華祺,5015,37.00,38.50,4.05%
松和,5016,27.45,28.00,2.00%
凱衛,5201,28.45,33.10,16.34%
力新,5202,23.15,26.45,14.25%
中茂,5205,29.80,25.10,-15.77%
坤悅,5206,42.90,47.25,10.14%
新鼎,5209,173.00,171.00,-1.16%
寶碩,5210,27.15,26.25,-3.31%
蒙恬,5211,26.80,29.05,8.40%
凌網,5212,58.90,60.80,3.23%
亞昕,5213,33.35,34.90,4.65%
萬達光電,5220,20.25,23.10,14.07%
安力-KY,5223,30.85,30.95,0.32%
立凱-KY,5227,42.25,39.35,-6.86%
鈺鎧,5228,18.20,19.75,8.52%
雷笛克光學,5230,28.20,27.00,-4.26%
凌陽創新,5236,147.00,159.00,8.16%
智晶,5245,32.80,33.95,3.51%
天鉞電,5251,24.35,24.30,-0.21%
智崴,5263,145.50,120.50,-17.18%
笙科,5272,27.80,27.85,0.18%
信驊,5274,"3,455.00","3,785.00",9.55%
達輝-KY,5276,19.35,18.90,-2.33%
尚凡*,5278,37.05,36.15,-2.43%
數字,5287,185.50,188.50,1.62%
宜鼎,5289,216.50,260.50,20.32%
邑昇,5291,23.30,25.00,7.30%
杰力,5299,89.50,97.20,8.60%
寶得利,5301,9.80,10.10,3.06%
太欣,5302,9.52,9.94,4.41%
系統電,5309,42.40,43.55,2.71%
天剛,5310,49.30,47.50,-3.65%
寶島科,5312,110.00,143.00,30.00%
世紀,5314,733.00,813.00,10.91%
光聯,5315,21.10,20.60,-2.37%
美而快,5321,59.70,58.30,-2.35%
士開,5324,12.60,12.25,-2.78%
華容,5328,16.70,16.05,-3.89%
建榮,5340,38.80,40.50,4.38%
立衛,5344,17.45,17.20,-1.43%
天揚,5345,27.40,25.60,-6.57%
世界,5347,100.00,102.00,2.00%
正能量智能,5348,23.95,22.95,-4.18%
鈺創,5351,35.45,35.35,-0.28%
台林,5353,33.00,34.15,3.48%
佳總,5355,9.95,10.50,5.53%
協益,5356,30.10,30.85,2.49%
力麗店,5364,30.00,25.60,-14.67%
中光電,5371,87.20,85.50,-1.95%
合正,5381,22.75,23.30,2.42%
青雲,5386,81.50,77.60,-4.79%
能率,5392,34.45,35.85,4.06%
慕康生醫,5398,20.55,17.70,-13.87%
中菲,5403,118.50,133.00,12.24%
國眾,5410,31.60,31.40,-0.63%
台半,5425,52.80,55.30,4.73%
振發,5426,30.65,32.00,4.40%
新門,5432,121.00,140.50,16.12%
東友,5438,26.15,26.75,2.29%
高技,5439,102.00,130.00,27.45%
均豪,5443,108.00,98.40,-8.89%
南良,5450,18.00,18.60,3.33%
佶優,5452,31.00,32.45,4.68%
昇益,5455,58.90,61.70,4.75%
宣德,5457,54.40,51.80,-4.78%
同協,5460,14.95,15.60,4.35%
霖宏,5464,23.25,25.30,8.82%
富驊,5465,36.90,39.10,5.96%
凱鈺,5468,21.20,24.00,13.21%
聰泰,5474,211.00,204.50,-3.08%
德宏,5475,11.90,13.55,13.87%
智冠,5478,125.00,130.50,4.40%
新華,5481,33.60,26.80,-20.24%
中美晶,5483,136.50,128.00,-6.23%
通泰,5487,37.85,34.00,-10.17%
松普,5488,12.70,12.45,-1.97%
彩富,5489,39.35,39.00,-0.89%
同亨,5490,25.30,25.30,0.00%
三聯,5493,74.70,84.10,12.58%
凱崴,5498,11.15,11.30,1.35%
永信建,5508,141.50,155.50,9.89%
德昌,5511,63.80,65.30,2.35%
力麒,5512,9.63,9.97,3.53%
三豐,5514,20.05,19.65,-2.00%
雙喜,5516,19.40,18.15,-6.44%
力泰,5520,81.80,85.30,4.28%
豐謙,5523,29.30,30.40,3.75%
鉅陞,5529,29.10,34.25,17.70%
龍巖,5530,53.30,62.20,16.70%
聖暉*,5536,381.50,432.00,13.24%
桓鼎-KY,5543,19.15,21.30,11.23%
安倉,5548,26.90,28.90,7.43%
台聯櫃,5601,35.60,36.50,2.53%
陸海,5603,24.70,26.70,8.10%
中連,5604,41.95,42.15,0.48%
中菲行,5609,81.90,83.10,1.47%
劍湖山,5701,4.55,5.05,10.99%
亞都,5703,18.00,18.05,0.28%
老爺知,5704,36.00,34.20,-5.00%
致和證,5864,14.55,15.85,8.93%
台名,5878,46.45,45.50,-2.05%
德記,5902,39.95,41.65,4.26%
全家,5903,187.50,191.00,1.87%
寶雅,5904,491.00,516.00,5.09%
南仁湖,5905,14.50,15.00,3.45%
宏遠證,6015,10.65,11.45,7.51%
康和證,6016,13.45,15.05,11.90%
大展證,6020,18.80,19.00,1.06%
美好證,6021,24.10,24.05,-0.21%
元大期,6023,86.00,89.50,4.07%
福邦證,6026,12.50,13.50,8.00%
寬魚國際,6101,40.50,37.20,-8.15%
合邦,6103,48.10,47.70,-0.83%
創惟,6104,164.00,175.00,6.71%
亞元,6109,12.05,12.70,5.39%
大宇資,6111,56.00,59.60,6.43%
亞矽,6113,18.95,23.30,22.96%
久威,6114,34.40,40.10,16.57%
建達,6118,22.90,22.30,-2.62%
新普,6121,388.50,379.00,-2.45%
擎邦,6122,50.80,51.70,1.77%
上奇,6123,55.60,58.00,4.32%
業強,6124,30.35,32.30,6.43%
廣運,6125,93.20,89.80,-3.65%
信音,6126,28.35,28.10,-0.88%
九豪,6127,27.70,25.80,-6.86%
普誠,6129,16.55,17.00,2.72%
上亞科技,6130,23.75,22.70,-4.42%
萬旭,6134,29.00,31.00,6.90%
茂達,6138,170.50,180.50,5.87%
訊達,6140,23.70,34.65,46.20%
振曜,6143,120.50,137.00,13.69%
得利影,6144,30.15,33.00,9.45%
耕興,6146,203.50,209.50,2.95%
頎邦,6147,63.20,67.00,6.01%
驊宏資,6148,25.40,43.00,69.29%
撼訊,6150,70.50,78.00,10.64%
晉倫,6151,37.85,39.05,3.17%
順發,6154,15.75,15.85,0.63%
松上,6156,25.55,28.65,12.13%
禾昌,6158,29.40,29.15,-0.85%
欣技,6160,25.90,27.05,4.44%
捷波,6161,49.55,50.80,2.52%
華電網,6163,23.90,23.15,-3.14%
久正,6167,14.20,14.80,4.23%
昱泉,6169,20.80,20.05,-3.61%
統振,6170,50.00,57.80,15.60%
大城地產,6171,40.70,44.05,8.23%
信昌電,6173,42.45,44.10,3.89%
安碁,6174,23.70,24.65,4.01%
立敦,6175,39.40,45.25,14.85%
亞通,6179,27.20,28.10,3.31%
橘子,6180,78.40,78.10,-0.38%
合晶,6182,26.80,26.70,-0.37%
幃翔,6185,15.05,15.85,5.32%
新潤,6186,62.60,65.50,4.63%
萬潤,6187,412.00,393.50,-4.49%
廣明,6188,109.00,107.50,-1.38%
萬泰科,6190,35.60,39.60,11.24%
育富,6194,37.10,37.75,1.75%
詩肯,6195,33.20,35.00,5.42%
瑞築,6198,42.05,41.45,-1.43%
天品,6199,130.00,106.00,-18.46%
海韻電,6203,70.90,80.80,13.96%
艾華,6204,59.70,69.50,16.42%
雷科,6207,54.50,56.30,3.30%
日揚,6208,49.70,50.60,1.81%
慶生,6210,19.80,23.40,18.18%
理銘,6212,58.40,61.20,4.79%
中探針,6217,37.95,35.30,-6.98%
豪勉,6218,27.90,27.40,-1.79%
富旺,6219,43.20,44.90,3.94%
岳豐,6220,25.75,25.90,0.58%
晉泰,6221,65.20,74.50,14.26%
立軒,6222,27.70,28.30,2.17%
旺矽,6223,901.00,783.00,-13.10%
茂綸,6227,83.00,88.50,6.63%
全譜,6228,26.50,25.25,-4.72%
研通,6229,29.95,29.50,-1.50%
系微,6231,369.00,384.00,4.07%
旺玖,6233,27.40,26.75,-2.37%
高僑,6234,28.10,26.95,-4.09%
中湛,6236,28.95,26.40,-8.81%
驊訊,6237,54.80,56.00,2.19%
松崗,6240,20.30,20.65,1.72%
易通展,6241,15.95,15.70,-1.57%
立康,6242,42.50,45.70,7.53%
茂迪,6244,21.20,23.05,8.73%
立端,6245,102.00,114.00,11.76%
臺龍,6246,14.90,16.15,8.39%
沛波,6248,27.25,29.80,9.36%
百徽,6259,19.10,19.90,4.19%
久元,6261,62.90,62.80,-0.16%
普萊德,6263,151.50,157.50,3.96%
富裔,6264,9.80,10.30,5.10%
方土昶,6265,10.40,10.55,1.44%
泰詠,6266,32.30,32.65,1.08%
倍微,6270,24.60,25.25,2.64%
台燿,6274,177.00,163.00,-7.91%
元山,6275,46.60,46.85,0.54%
安鈦克,6276,30.80,41.10,33.44%
胡連,6279,171.50,177.00,3.21%
佳邦,6284,87.60,83.70,-4.45%
元隆,6287,12.65,14.00,10.67%
良維,6290,74.70,83.70,12.05%
沛亨,6291,89.60,108.00,20.54%
迅德,6292,50.90,55.60,9.23%
智基,6294,60.60,72.80,20.13%
晶焱,6411,86.00,86.70,0.81%
韋僑,6417,102.00,103.00,0.98%
詠昇,6418,20.25,19.65,-2.96%
京晨科,6419,103.00,106.00,2.91%
易發,6425,76.70,70.80,-7.69%
今展科,6432,27.65,29.20,5.61%
大中,6435,95.50,117.50,23.04%
廣錠,6441,33.75,36.35,7.70%
益得,6461,26.05,26.10,0.19%
神盾,6462,172.00,146.00,-15.12%
威潤,6465,20.50,19.90,-2.93%
大樹,6469,145.00,178.00,22.76%
宇智,6470,53.00,54.60,3.02%
弘煜科,6482,51.00,52.20,2.35%
點序,6485,43.30,73.60,69.98%
互動,6486,83.80,85.00,1.43%
環球晶,6488,385.00,387.00,0.52%
生華科,6492,43.40,45.60,5.07%
九齊,6494,49.90,52.50,5.21%
科懋,6496,33.90,32.20,-5.01%
益安,6499,39.40,43.60,10.66%
雙邦,6506,16.70,17.15,2.69%
惠光,6508,29.45,30.30,2.89%
聚和,6509,38.30,38.70,1.04%
精測,6510,823.00,749.00,-8.99%
啟發電,6512,23.45,23.20,-1.07%
勤崴國際,6516,72.90,78.90,8.23%
保勝光學,6517,70.90,67.20,-5.22%
達爾膚,6523,151.00,150.50,-0.33%
明達醫,6527,84.40,86.80,2.84%
創威,6530,70.80,61.60,-12.99%
瑞耘,6532,71.30,69.00,-3.23%
順藥,6535,238.50,231.50,-2.94%
倉和,6538,104.00,114.00,9.62%
隆中,6542,58.60,61.40,4.78%
正基,6546,143.00,138.00,-3.50%
高端疫苗,6547,35.50,51.40,44.79%
長科*,6548,33.40,34.95,4.64%
勝品,6556,83.50,87.60,4.91%
欣普羅,6560,30.90,31.50,1.94%
是方,6561,466.50,456.00,-2.25%
宏觀,6568,118.50,148.50,25.32%
醫揚,6569,155.50,177.50,14.15%
維田,6570,51.20,62.60,22.27%
霈方,6574,55.80,54.30,-2.69%
逸達,6576,77.70,85.70,10.30%
勁豐,6577,90.60,128.00,41.28%
達邦蛋白,6578,19.85,19.05,-4.03%
南俊國際,6584,167.50,143.50,-14.33%
東典光電,6588,35.15,34.05,-3.13%
台康生技,6589,74.00,80.10,8.24%
普鴻,6590,76.10,78.20,2.76%
台灣銘板,6593,71.20,62.30,-12.50%
寬宏藝術,6596,90.20,92.50,2.55%
富強鑫,6603,16.55,17.30,4.53%
瀧澤科,6609,77.60,83.10,7.09%
奈米醫材,6612,121.00,124.00,2.48%
朋億*,6613,184.00,228.00,23.91%
慧智,6615,40.45,41.05,1.48%
特昇-KY,6616,10.45,11.20,7.18%
共信-KY,6617,113.50,115.00,1.32%
萬年清,6624,38.40,37.45,-2.47%
泰金-KY,6629,117.00,116.50,-0.43%
醫影,6637,93.80,89.80,-4.26%
均華,6640,614.00,522.00,-14.98%
富致,6642,68.40,68.20,-0.29%
M31,6643,716.00,783.00,9.36%
台生材,6649,34.10,38.90,14.08%
全宇昕,6651,91.20,98.00,7.46%
天正國際,6654,44.00,52.00,18.18%
威健生技,6661,23.30,23.55,1.07%
樂斯科,6662,33.50,33.80,0.90%
群翊,6664,242.00,236.50,-2.27%
信紘科,6667,180.00,199.00,10.56%
鈺太,6679,316.50,311.00,-1.74%
鑫創電子,6680,91.50,103.50,13.11%
雍智科技,6683,426.50,422.00,-1.06%
安格,6684,62.90,61.00,-3.02%
安碁資訊,6690,209.00,202.00,-3.35%
進能服,6692,38.00,38.00,0.00%
廣閎科,6693,87.00,77.50,-10.92%
東捷資訊,6697,45.40,51.40,13.22%
軒郁,6703,158.50,161.00,1.58%
天擎,6708,50.00,54.30,8.60%
長聖,6712,176.00,184.50,4.83%
應廣,6716,80.80,80.70,-0.12%
久昌,6720,158.00,177.00,12.03%
信實,6721,59.00,61.50,4.24%
亞泰金屬,6727,81.60,73.90,-9.44%
上洋,6728,125.50,138.00,9.96%
昇佳電子,6732,248.50,237.00,-4.63%
博晟生醫,6733,33.10,33.55,1.36%
美達科技,6735,59.40,57.70,-2.86%
竹陞科技,6739,208.50,329.50,58.03%
91APP*-KY,6741,83.60,102.00,22.01%
亨泰光,6747,133.00,144.00,8.27%
智聯服務,6751,56.90,56.10,-1.41%
叡揚,6752,129.00,144.50,12.02%
穩得,6761,91.00,103.50,13.74%
達亞,6762,272.50,280.00,2.75%
綠界科技*,6763,61.00,71.50,17.21%
台微醫,6767,36.30,34.10,-6.06%
昱展新藥,6785,139.50,151.00,8.24%
華景電,6788,220.00,213.00,-3.18%
虎門科技,6791,167.00,141.50,-15.27%
崑鼎,6803,286.50,301.00,5.06%
明係,6804,28.85,29.85,3.47%
宏碁資訊,6811,291.00,281.50,-3.26%
聯寶,6821,45.65,44.10,-3.40%
濾能,6823,62.40,66.50,6.57%
千附精密,6829,122.50,133.50,8.98%
東研信超,6840,51.50,52.50,1.94%
長佳智能,6841,73.20,90.00,22.95%
進典,6843,49.80,52.80,6.02%
諾貝兒,6844,141.00,137.00,-2.84%
綠茵,6846,80.40,79.70,-0.87%
數泓科,6855,160.00,169.50,5.94%
鑫傳,6856,62.60,63.90,2.08%
伯特光,6859,183.50,190.50,3.81%
偉康科技,6865,65.50,58.50,-10.69%
騰雲,6870,216.00,212.50,-1.62%
倍力,6874,96.70,93.80,-3.00%
國邑*,6875,54.80,58.70,7.12%
鏵友益,6877,90.50,79.60,-12.04%
潤德,6881,234.00,231.00,-1.28%
衛司特,6894,181.50,187.50,3.31%
宏碩系統,6895,199.00,166.00,-16.58%
創為精密,6899,51.10,53.70,5.09%
巨漢,6903,128.00,129.00,0.78%
伯鑫,6904,143.00,154.50,8.04%
鴻呈,6913,130.50,147.00,12.64%
宸曜,6922,205.50,231.50,12.65%
佑全,6929,37.65,44.50,18.19%
家碩,6953,223.00,218.00,-2.24%
汎瑋材料,6967,52.20,56.70,8.62%
萬達寵物,6968,60.20,63.80,5.98%
大井泵浦,6982,74.00,66.70,-9.86%
力領科技,6996,247.00,221.50,-10.32%
博弘,6997,129.50,130.50,0.77%
邑錡,7402,85.00,103.00,21.18%
意德士,7556,163.00,175.00,7.36%
樂意,7584,78.00,80.10,2.69%
銳澤,7703,148.00,161.50,9.12%
明遠精密,7704,80.50,77.70,-3.48%
全家餐飲,7708,91.50,95.10,3.93%
博盛半導體,7712,280.50,226.00,-19.43%
佑華,8024,17.15,17.80,3.79%
鈦昇,8027,86.80,90.00,3.69%
光菱,8032,61.10,58.30,-4.58%
榮群,8034,21.90,19.65,-10.27%
長園科,8038,26.55,27.45,3.39%
九暘,8040,74.70,76.10,1.87%
金山電,8042,38.55,38.55,0.00%
蜜望實,8043,31.95,32.05,0.31%
網家,8044,44.55,44.65,0.22%
星雲,8047,22.25,19.50,-12.36%
德勝,8048,49.70,50.10,0.80%
晶采,8049,31.70,33.65,6.15%
廣積,8050,72.10,74.40,3.19%
安國,8054,135.00,116.50,-13.70%
凱碩,8059,32.95,37.80,14.72%
東捷,8064,52.70,50.80,-3.61%
來思達,8066,26.70,27.15,1.69%
志旭,8067,18.20,17.20,-5.49%
全達,8068,27.55,26.50,-3.81%
元太,8069,274.50,276.00,0.55%
能率網通,8071,21.80,21.35,-2.06%
鉅橡,8074,21.80,22.35,2.52%
伍豐,8076,30.60,33.60,9.80%
洛碁,8077,44.00,46.50,5.68%
泰霖,8080,35.50,33.00,-7.04%
瑞穎,8083,169.50,169.50,0.00%
巨虹,8084,64.20,57.00,-11.21%
福華,8085,32.40,30.85,-4.78%
宏捷科,8086,114.00,102.00,-10.53%
麗升能源,8087,46.50,44.80,-3.66%
品安,8088,20.05,24.75,23.44%
康全電訊,8089,81.00,66.80,-17.53%
翔名,8091,124.00,128.00,3.23%
建暐,8092,20.75,21.20,2.17%
保銳,8093,20.40,21.95,7.60%
擎亞,8096,37.30,78.00,109.12%
常珵,8097,82.50,84.30,2.18%
大世科,8099,81.70,78.90,-3.43%
大億金茂,8107,18.95,20.25,6.86%
博大,8109,92.10,95.20,3.37%
立碁,8111,51.00,43.50,-14.71%
越峰,8121,26.65,26.10,-2.06%
正淩,8147,112.00,121.00,8.04%
博智,8155,121.50,119.00,-2.06%
天宇,8171,34.30,39.90,16.33%
智捷,8176,14.15,14.40,1.77%
加高,8182,33.05,33.65,1.82%
精星,8183,40.55,42.25,4.19%
巨有科技,8227,177.00,174.50,-1.41%
新漢,8234,65.10,105.00,61.29%
華宏,8240,44.05,45.30,2.84%
朋程,8255,163.50,161.50,-1.22%
全景軟體,8272,106.00,96.70,-8.77%
商丞,8277,13.00,12.85,-1.15%
生展,8279,131.00,129.50,-1.15%
三竹,8284,65.60,67.40,2.74%
泰藝,8289,25.10,26.30,4.78%
尚茂,8291,7.77,7.12,-8.37%
群聯,8299,519.00,579.00,11.56%
益張,8342,89.50,88.80,-0.78%
恒耀,8349,60.10,61.40,2.16%
冠好,8354,14.85,15.60,5.05%
金居,8358,57.80,56.90,-1.56%
千附,8383,46.05,46.00,-0.11%
金益鼎,8390,62.10,66.50,7.09%
白紗科,8401,31.15,32.65,4.82%
盛弘,8403,28.60,29.25,2.27%
商之器,8409,23.90,24.90,4.18%
森田,8410,78.50,76.50,-2.55%
大國鋼,8415,33.75,38.95,15.41%
實威,8416,165.00,168.00,1.82%
旭源,8421,14.20,13.15,-7.39%
保綠-KY,8423,20.60,20.55,-0.24%
惠普,8424,68.90,70.30,2.03%
紅木-KY,8426,42.60,42.85,0.59%
匯鑽科,8431,62.00,65.40,5.48%
東生華,8432,61.20,57.60,-5.88%
弘帆,8433,85.80,87.90,2.45%
鉅邁,8435,72.70,76.40,5.09%
大江,8436,124.00,118.50,-4.44%
大地-KY,8437,27.60,28.15,1.99%
綠電,8440,37.05,40.25,8.64%
綠河-KY,8444,31.10,29.75,-4.34%
華研,8446,118.00,119.50,1.27%
霹靂,8450,23.95,23.55,-1.67%
大拓-KY,8455,30.30,28.90,-4.62%
夠麻吉,8472,25.50,26.50,3.92%
創業家,8477,12.20,12.15,-0.41%
三貝德,8489,34.40,32.70,-4.94%
裕國,8905,31.05,31.95,2.90%
花王,8906,35.70,34.85,-2.38%
欣雄,8908,45.80,48.20,5.24%
光隆,8916,58.00,59.20,2.07%
欣泰,8917,64.10,63.40,-1.09%
沈氏,8921,26.50,24.30,-8.30%
時報,8923,19.70,20.55,4.31%
大田,8924,73.20,73.80,0.82%
北基,8927,49.85,55.00,10.33%
鉅明,8928,33.25,33.95,2.11%
富堡,8929,25.25,25.15,-0.40%
青鋼,8930,35.25,36.35,3.12%
大汽電,8931,47.75,48.40,1.36%
智通*,8932,95.20,101.50,6.62%
愛地雅,8933,8.13,8.94,9.96%
邦泰,8935,22.10,24.50,10.86%
國統,8936,50.30,56.00,11.33%
合騏,8937,162.50,174.00,7.08%
明安,8938,75.00,77.20,2.93%
關中,8941,66.40,67.20,1.20%
森鉅,8942,55.50,60.70,9.37%
琉園,9949,25.40,22.70,-10.63%
萬國通,9950,14.50,14.40,-0.69%
皇田,9951,53.20,58.60,10.15%
邁達康,9960,25.25,26.25,3.96%
有益,9962,14.85,16.20,9.09%
備註,,50 天前日期：2025-01-06,今天日期：2025-02-25,
